Truth,Neural Network(Mean),Neural Network(Min),Neural Network(Max), Fall?
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
2.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,2.1041781210496966,0.0,3.2695196768022328,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
8.0,0.00020108184613328462,0.0,0.10294023675378128,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
5.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
9.0,2.5084434834134886,0.0,5.76715753545605,False
0.0,0.020095360929391005,0.0,0.9197540000094477,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
11.0,4.0660505192952225,0.0,6.723332569264507,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.00017217926005854168,0.0,0.17217926005854167,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
